f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f jV0400m jV0400f jV0600m jV0600f jV0200m jV0200f jV0800m jV0800f
5.4623e+005 9.60724e+001 90.145 0.00000e+000 0.000 4.45274e-001 -0.097 0.00000e+000 0.000 5.02587e-001 -179.951 1.00000e+000 0.000 9.94740e-001 -89.538 0.00000e+000 0.000 1.31890e-005 -179.858 7.90126e-009 -89.938 9.60724e-003 90.145 1.20091e-002 -89.793
5.5908e+005 9.38637e+001 90.139 0.00000e+000 0.000 4.45274e-001 -0.095 0.00000e+000 0.000 5.02588e-001 -179.955 1.00000e+000 0.000 9.71871e-001 -89.536 0.00000e+000 0.000 1.31890e-005 -179.864 8.08718e-009 -89.940 9.38638e-003 90.139 1.17330e-002 -89.797
5.7224e+005 9.17058e+001 90.133 0.00000e+000 0.000 4.45274e-001 -0.093 0.00000e+000 0.000 5.02588e-001 -179.958 1.00000e+000 0.000 9.49529e-001 -89.534 0.00000e+000 0.000 1.31890e-005 -179.870 8.27748e-009 -89.941 9.17058e-003 90.133 1.14632e-002 -89.801
5.8570e+005 8.95975e+001 90.128 0.00000e+000 0.000 4.45274e-001 -0.090 0.00000e+000 0.000 5.02588e-001 -179.962 1.00000e+000 0.000 9.27700e-001 -89.532 0.00000e+000 0.000 1.31890e-005 -179.875 8.47226e-009 -89.943 8.95975e-003 90.128 1.11997e-002 -89.805
5.9948e+005 8.75377e+001 90.122 0.00000e+000 0.000 4.45274e-001 -0.088 0.00000e+000 0.000 5.02588e-001 -179.965 1.00000e+000 0.000 9.06373e-001 -89.529 0.00000e+000 0.000 1.31890e-005 -179.881 8.67162e-009 -89.945 8.75377e-003 90.122 1.09422e-002 -89.809
6.1359e+005 8.55252e+001 90.117 0.00000e+000 0.000 4.45274e-001 -0.086 0.00000e+000 0.000 5.02588e-001 -179.968 1.00000e+000 0.000 8.85537e-001 -89.527 0.00000e+000 0.000 1.31890e-005 -179.886 8.87568e-009 -89.946 8.55252e-003 90.117 1.06907e-002 -89.813
6.2803e+005 8.35590e+001 90.111 0.00000e+000 0.000 4.45274e-001 -0.084 0.00000e+000 0.000 5.02588e-001 -179.971 1.00000e+000 0.000 8.65179e-001 -89.524 0.00000e+000 0.000 1.31890e-005 -179.892 9.08453e-009 -89.948 8.35590e-003 90.111 1.04449e-002 -89.817
6.4281e+005 8.16380e+001 90.106 0.00000e+000 0.000 4.45273e-001 -0.082 0.00000e+000 0.000 5.02588e-001 -179.975 1.00000e+000 0.000 8.45290e-001 -89.520 0.00000e+000 0.000 1.31890e-005 -179.897 9.29830e-009 -89.949 8.16380e-003 90.106 1.02048e-002 -89.821
6.5793e+005 7.97611e+001 90.101 0.00000e+000 0.000 4.45273e-001 -0.080 0.00000e+000 0.000 5.02588e-001 -179.978 1.00000e+000 0.000 8.25857e-001 -89.517 0.00000e+000 0.000 1.31890e-005 -179.902 9.51710e-009 -89.950 7.97612e-003 90.101 9.97015e-003 -89.824
6.7342e+005 7.79274e+001 90.096 0.00000e+000 0.000 4.45273e-001 -0.079 0.00000e+000 0.000 5.02588e-001 -179.981 1.00000e+000 0.000 8.06872e-001 -89.513 0.00000e+000 0.000 1.31890e-005 -179.908 9.74105e-009 -89.952 7.79275e-003 90.096 9.74093e-003 -89.828
6.8926e+005 7.61359e+001 90.090 0.00000e+000 0.000 4.45273e-001 -0.077 0.00000e+000 0.000 5.02588e-001 -179.984 1.00000e+000 0.000 7.88323e-001 -89.509 0.00000e+000 0.000 1.31890e-005 -179.913 9.97026e-009 -89.953 7.61359e-003 90.090 9.51699e-003 -89.831
7.0548e+005 7.43855e+001 90.085 0.00000e+000 0.000 4.45273e-001 -0.075 0.00000e+000 0.000 5.02588e-001 -179.988 1.00000e+000 0.000 7.70200e-001 -89.505 0.00000e+000 0.000 1.31890e-005 -179.918 1.02049e-008 -89.954 7.43856e-003 90.085 9.29820e-003 -89.834
7.2208e+005 7.26754e+001 90.080 0.00000e+000 0.000 4.45273e-001 -0.073 0.00000e+000 0.000 5.02588e-001 -179.991 1.00000e+000 0.000 7.52494e-001 -89.500 0.00000e+000 0.000 1.31890e-005 -179.923 1.04450e-008 -89.956 7.26755e-003 90.080 9.08443e-003 -89.837
7.3907e+005 7.10046e+001 90.075 0.00000e+000 0.000 4.45273e-001 -0.071 0.00000e+000 0.000 5.02588e-001 -179.994 1.00000e+000 0.000 7.35195e-001 -89.495 0.00000e+000 0.000 1.31890e-005 -179.928 1.06908e-008 -89.957 7.10047e-003 90.075 8.87558e-003 -89.840
7.5646e+005 6.93722e+001 90.070 0.00000e+000 0.000 4.45273e-001 -0.070 0.00000e+000 0.000 5.02588e-001 -179.997 1.00000e+000 0.000 7.18294e-001 -89.490 0.00000e+000 0.000 1.31890e-005 -179.933 1.09424e-008 -89.958 6.93723e-003 90.070 8.67153e-003 -89.843
7.7426e+005 6.77774e+001 90.065 0.00000e+000 0.000 4.45273e-001 -0.068 0.00000e+000 0.000 5.02588e-001 180.000 1.00000e+000 0.000 7.01782e-001 -89.485 0.00000e+000 0.000 1.31890e-005 -179.938 1.11998e-008 -89.960 6.77774e-003 90.065 8.47217e-003 -89.846
7.9248e+005 6.62192e+001 90.060 0.00000e+000 0.000 4.45273e-001 -0.067 0.00000e+000 0.000 5.02588e-001 179.997 1.00000e+000 0.000 6.85649e-001 -89.479 0.00000e+000 0.000 1.31890e-005 -179.943 1.14634e-008 -89.961 6.62192e-003 90.060 8.27740e-003 -89.849
8.1113e+005 6.46968e+001 90.056 0.00000e+000 0.000 4.45273e-001 -0.065 0.00000e+000 0.000 5.02588e-001 179.993 1.00000e+000 0.000 6.69887e-001 -89.473 0.00000e+000 0.000 1.31890e-005 -179.948 1.17331e-008 -89.962 6.46968e-003 90.055 8.08710e-003 -89.852
8.3022e+005 6.32094e+001 90.051 0.00000e+000 0.000 4.45272e-001 -0.063 0.00000e+000 0.000 5.02588e-001 179.990 1.00000e+000 0.000 6.54487e-001 -89.467 0.00000e+000 0.000 1.31890e-005 -179.953 1.20092e-008 -89.963 6.32095e-003 90.051 7.90118e-003 -89.855
8.4975e+005 6.17562e+001 90.046 0.00000e+000 0.000 4.45272e-001 -0.062 0.00000e+000 0.000 5.02589e-001 179.987 1.00000e+000 0.000 6.39441e-001 -89.460 0.00000e+000 0.000 1.31890e-005 -179.958 1.22918e-008 -89.964 6.17563e-003 90.046 7.71953e-003 -89.857
8.6975e+005 6.03364e+001 90.041 0.00000e+000 0.000 4.45272e-001 -0.060 0.00000e+000 0.000 5.02589e-001 179.984 1.00000e+000 0.000 6.24742e-001 -89.453 0.00000e+000 0.000 1.31890e-005 -179.963 1.25811e-008 -89.966 6.03365e-003 90.041 7.54206e-003 -89.860
8.9022e+005 5.89493e+001 90.036 0.00000e+000 0.000 4.45272e-001 -0.059 0.00000e+000 0.000 5.02589e-001 179.980 1.00000e+000 0.000 6.10380e-001 -89.446 0.00000e+000 0.000 1.31890e-005 -179.968 1.28771e-008 -89.967 5.89494e-003 90.036 7.36867e-003 -89.862
9.1116e+005 5.75941e+001 90.032 0.00000e+000 0.000 4.45272e-001 -0.058 0.00000e+000 0.000 5.02589e-001 179.977 1.00000e+000 0.000 5.96349e-001 -89.439 0.00000e+000 0.000 1.31891e-005 -179.973 1.31801e-008 -89.968 5.75941e-003 90.032 7.19927e-003 -89.864
9.3260e+005 5.62700e+001 90.027 0.00000e+000 0.000 4.45272e-001 -0.056 0.00000e+000 0.000 5.02589e-001 179.974 1.00000e+000 0.000 5.82640e-001 -89.431 0.00000e+000 0.000 1.31891e-005 -179.978 1.34903e-008 -89.969 5.62701e-003 90.027 7.03376e-003 -89.867
9.5455e+005 5.49763e+001 90.022 0.00000e+000 0.000 4.45272e-001 -0.055 0.00000e+000 0.000 5.02589e-001 179.971 1.00000e+000 0.000 5.69246e-001 -89.423 0.00000e+000 0.000 1.31891e-005 -179.983 1.38077e-008 -89.970 5.49764e-003 90.022 6.87205e-003 -89.869
9.7701e+005 5.37124e+001 90.017 0.00000e+000 0.000 4.45272e-001 -0.054 0.00000e+000 0.000 5.02589e-001 179.967 1.00000e+000 0.000 5.56160e-001 -89.415 0.00000e+000 0.000 1.31891e-005 -179.987 1.41326e-008 -89.971 5.37125e-003 90.017 6.71406e-003 -89.871
1.0000e+006 5.24776e+001 90.013 0.00000e+000 0.000 4.45272e-001 -0.052 0.00000e+000 0.000 5.02589e-001 179.964 1.00000e+000 0.000 5.43375e-001 -89.406 0.00000e+000 0.000 1.31891e-005 -179.992 1.44652e-008 -89.972 5.24777e-003 90.013 6.55971e-003 -89.873
1.0235e+006 5.12711e+001 90.008 0.00000e+000 0.000 4.45272e-001 -0.051 0.00000e+000 0.000 5.02589e-001 179.961 1.00000e+000 0.000 5.30884e-001 -89.397 0.00000e+000 0.000 1.31891e-005 -179.997 1.48055e-008 -89.973 5.12712e-003 90.008 6.40890e-003 -89.875
1.0476e+006 5.00924e+001 90.003 0.00000e+000 0.000 4.45272e-001 -0.050 0.00000e+000 0.000 5.02589e-001 179.958 1.00000e+000 0.000 5.18681e-001 -89.388 0.00000e+000 0.000 1.31891e-005 179.998 1.51539e-008 -89.974 5.00925e-003 90.003 6.26156e-003 -89.877
1.0723e+006 4.89408e+001 89.999 0.00000e+000 0.000 4.45272e-001 -0.049 0.00000e+000 0.000 5.02589e-001 179.954 1.00000e+000 0.000 5.06758e-001 -89.378 0.00000e+000 0.000 1.31891e-005 179.993 1.55105e-008 -89.975 4.89409e-003 89.999 6.11760e-003 -89.879
1.0975e+006 4.78156e+001 89.994 0.00000e+000 0.000 4.45272e-001 -0.048 0.00000e+000 0.000 5.02589e-001 179.951 1.00000e+000 0.000 4.95109e-001 -89.368 0.00000e+000 0.000 1.31891e-005 179.989 1.58755e-008 -89.976 4.78157e-003 89.994 5.97696e-003 -89.881
1.1233e+006 4.67163e+001 89.989 0.00000e+000 0.000 4.45272e-001 -0.046 0.00000e+000 0.000 5.02589e-001 179.947 1.00000e+000 0.000 4.83727e-001 -89.358 0.00000e+000 0.000 1.31891e-005 179.984 1.62491e-008 -89.977 4.67164e-003 89.989 5.83955e-003 -89.882
1.1498e+006 4.56423e+001 89.985 0.00000e+000 0.000 4.45272e-001 -0.045 0.00000e+000 0.000 5.02589e-001 179.944 1.00000e+000 0.000 4.72608e-001 -89.347 0.00000e+000 0.000 1.31891e-005 179.979 1.66314e-008 -89.978 4.56424e-003 89.985 5.70530e-003 -89.884
1.1768e+006 4.45930e+001 89.980 0.00000e+000 0.000 4.45272e-001 -0.044 0.00000e+000 0.000 5.02589e-001 179.941 1.00000e+000 0.000 4.61744e-001 -89.336 0.00000e+000 0.000 1.31891e-005 179.974 1.70228e-008 -89.979 4.45931e-003 89.980 5.57414e-003 -89.886
1.2045e+006 4.35678e+001 89.975 0.00000e+000 0.000 4.45272e-001 -0.043 0.00000e+000 0.000 5.02589e-001 179.937 1.00000e+000 0.000 4.51130e-001 -89.325 0.00000e+000 0.000 1.31891e-005 179.969 1.74233e-008 -89.980 4.35679e-003 89.975 5.44599e-003 -89.887
1.2328e+006 4.25662e+001 89.971 0.00000e+000 0.000 4.45272e-001 -0.042 0.00000e+000 0.000 5.02589e-001 179.934 1.00000e+000 0.000 4.40760e-001 -89.313 0.00000e+000 0.000 1.31891e-005 179.965 1.78333e-008 -89.981 4.25663e-003 89.970 5.32078e-003 -89.889
1.2619e+006 4.15876e+001 89.966 0.00000e+000 0.000 4.45272e-001 -0.041 0.00000e+000 0.000 5.02589e-001 179.930 1.00000e+000 0.000 4.30629e-001 -89.301 0.00000e+000 0.000 1.31891e-005 179.960 1.82530e-008 -89.982 4.15877e-003 89.966 5.19846e-003 -89.890
1.2915e+006 4.06315e+001 89.961 0.00000e+000 0.000 4.45272e-001 -0.040 0.00000e+000 0.000 5.02589e-001 179.926 1.00000e+000 0.000 4.20730e-001 -89.288 0.00000e+000 0.000 1.31891e-005 179.955 1.86825e-008 -89.983 4.06316e-003 89.961 5.07895e-003 -89.891
1.3219e+006 3.96974e+001 89.956 0.00000e+000 0.000 4.45272e-001 -0.039 0.00000e+000 0.000 5.02589e-001 179.923 1.00000e+000 0.000 4.11059e-001 -89.275 0.00000e+000 0.000 1.31891e-005 179.950 1.91221e-008 -89.984 3.96975e-003 89.956 4.96218e-003 -89.893
1.3530e+006 3.87847e+001 89.951 0.00000e+000 0.000 4.45272e-001 -0.038 0.00000e+000 0.000 5.02588e-001 179.919 1.00000e+000 0.000 4.01610e-001 -89.262 0.00000e+000 0.000 1.31891e-005 179.945 1.95721e-008 -89.984 3.87848e-003 89.951 4.84810e-003 -89.894
1.3849e+006 3.78930e+001 89.947 0.00000e+000 0.000 4.45272e-001 -0.037 0.00000e+000 0.000 5.02588e-001 179.915 1.00000e+000 0.000 3.92379e-001 -89.248 0.00000e+000 0.000 1.31891e-005 179.940 2.00326e-008 -89.985 3.78932e-003 89.947 4.73664e-003 -89.895
1.4175e+006 3.70219e+001 89.942 0.00000e+000 0.000 4.45272e-001 -0.036 0.00000e+000 0.000 5.02588e-001 179.912 1.00000e+000 0.000 3.83360e-001 -89.234 0.00000e+000 0.000 1.31891e-005 179.935 2.05040e-008 -89.986 3.70220e-003 89.942 4.62775e-003 -89.896
1.4508e+006 3.61707e+001 89.937 0.00000e+000 0.000 4.45272e-001 -0.035 0.00000e+000 0.000 5.02588e-001 179.908 1.00000e+000 0.000 3.74548e-001 -89.220 0.00000e+000 0.000 1.31891e-005 179.930 2.09865e-008 -89.987 3.61709e-003 89.937 4.52136e-003 -89.897
1.4850e+006 3.53392e+001 89.932 0.00000e+000 0.000 4.45272e-001 -0.035 0.00000e+000 0.000 5.02588e-001 179.904 1.00000e+000 0.000 3.65939e-001 -89.205 0.00000e+000 0.000 1.31890e-005 179.925 2.14803e-008 -89.988 3.53393e-003 89.932 4.41741e-003 -89.898
1.5199e+006 3.45267e+001 89.927 0.00000e+000 0.000 4.45272e-001 -0.034 0.00000e+000 0.000 5.02588e-001 179.900 1.00000e+000 0.000 3.57528e-001 -89.190 0.00000e+000 0.000 1.31890e-005 179.920 2.19858e-008 -89.989 3.45269e-003 89.927 4.31585e-003 -89.899
1.5557e+006 3.37330e+001 89.922 0.00000e+000 0.000 4.45271e-001 -0.033 0.00000e+000 0.000 5.02588e-001 179.896 1.00000e+000 0.000 3.49311e-001 -89.174 0.00000e+000 0.000 1.31890e-005 179.914 2.25031e-008 -89.990 3.37331e-003 89.922 4.21663e-003 -89.900
1.5923e+006 3.29574e+001 89.917 0.00000e+000 0.000 4.45271e-001 -0.032 0.00000e+000 0.000 5.02588e-001 179.892 1.00000e+000 0.000 3.41282e-001 -89.158 0.00000e+000 0.000 1.31890e-005 179.909 2.30326e-008 -89.990 3.29576e-003 89.917 4.11969e-003 -89.901
1.6298e+006 3.21997e+001 89.912 0.00000e+000 0.000 4.45271e-001 -0.031 0.00000e+000 0.000 5.02588e-001 179.888 1.00000e+000 0.000 3.33438e-001 -89.141 0.00000e+000 0.000 1.31890e-005 179.904 2.35746e-008 -89.991 3.21999e-003 89.912 4.02498e-003 -89.902
1.6681e+006 3.14595e+001 89.907 0.00000e+000 0.000 4.45271e-001 -0.030 0.00000e+000 0.000 5.02588e-001 179.884 1.00000e+000 0.000 3.25774e-001 -89.124 0.00000e+000 0.000 1.31890e-005 179.899 2.41294e-008 -89.992 3.14596e-003 89.907 3.93245e-003 -89.903
1.7074e+006 3.07362e+001 89.902 0.00000e+000 0.000 4.45271e-001 -0.030 0.00000e+000 0.000 5.02588e-001 179.879 1.00000e+000 0.000 3.18287e-001 -89.106 0.00000e+000 0.000 1.31890e-005 179.893 2.46971e-008 -89.993 3.07363e-003 89.902 3.84204e-003 -89.903
1.7475e+006 3.00296e+001 89.896 0.00000e+000 0.000 4.45271e-001 -0.029 0.00000e+000 0.000 5.02588e-001 179.875 1.00000e+000 0.000 3.10971e-001 -89.088 0.00000e+000 0.000 1.31890e-005 179.888 2.52783e-008 -89.994 3.00297e-003 89.896 3.75371e-003 -89.904
1.7886e+006 2.93392e+001 89.891 0.00000e+000 0.000 4.45271e-001 -0.028 0.00000e+000 0.000 5.02588e-001 179.871 1.00000e+000 0.000 3.03824e-001 -89.069 0.00000e+000 0.000 1.31890e-005 179.882 2.58731e-008 -89.995 2.93393e-003 89.891 3.66741e-003 -89.905
1.8307e+006 2.86647e+001 89.886 0.00000e+000 0.000 4.45271e-001 -0.028 0.00000e+000 0.000 5.02588e-001 179.866 1.00000e+000 0.000 2.96842e-001 -89.050 0.00000e+000 0.000 1.31890e-005 179.877 2.64819e-008 -89.995 2.86648e-003 89.886 3.58310e-003 -89.905
1.8738e+006 2.80057e+001 89.880 0.00000e+000 0.000 4.45271e-001 -0.027 0.00000e+000 0.000 5.02588e-001 179.862 1.00000e+000 0.000 2.90019e-001 -89.031 0.00000e+000 0.000 1.31890e-005 179.871 2.71051e-008 -89.996 2.80058e-003 89.880 3.50072e-003 -89.906
1.9179e+006 2.73618e+001 89.875 0.00000e+000 0.000 4.45271e-001 -0.026 0.00000e+000 0.000 5.02588e-001 179.857 1.00000e+000 0.000 2.83354e-001 -89.010 0.00000e+000 0.000 1.31890e-005 179.865 2.77429e-008 -89.997 2.73620e-003 89.875 3.42024e-003 -89.906
1.9630e+006 2.67327e+001 89.869 0.00000e+000 0.000 4.45271e-001 -0.025 0.00000e+000 0.000 5.02588e-001 179.853 1.00000e+000 0.000 2.76842e-001 -88.990 0.00000e+000 0.000 1.31890e-005 179.860 2.83957e-008 -89.998 2.67329e-003 89.869 3.34161e-003 -89.907
2.0092e+006 2.61182e+001 89.864 0.00000e+000 0.000 4.45271e-001 -0.025 0.00000e+000 0.000 5.02587e-001 179.848 1.00000e+000 0.000 2.70480e-001 -88.969 0.00000e+000 0.000 1.31890e-005 179.854 2.90639e-008 -89.999 2.61183e-003 89.864 3.26479e-003 -89.907
2.0565e+006 2.55177e+001 89.858 0.00000e+000 0.000 4.45271e-001 -0.024 0.00000e+000 0.000 5.02587e-001 179.843 1.00000e+000 0.000 2.64264e-001 -88.947 0.00000e+000 0.000 1.31890e-005 179.848 2.97478e-008 -89.999 2.55179e-003 89.858 3.18973e-003 -89.907
2.1049e+006 2.49310e+001 89.852 0.00000e+000 0.000 4.45271e-001 -0.023 0.00000e+000 0.000 5.02587e-001 179.838 1.00000e+000 0.000 2.58191e-001 -88.924 0.00000e+000 0.000 1.31890e-005 179.842 3.04478e-008 -90.000 2.49312e-003 89.852 3.11640e-003 -89.907
2.1544e+006 2.43579e+001 89.846 0.00000e+000 0.000 4.45271e-001 -0.023 0.00000e+000 0.000 5.02587e-001 179.833 1.00000e+000 0.000 2.52258e-001 -88.901 0.00000e+000 0.000 1.31890e-005 179.836 3.11642e-008 -90.001 2.43581e-003 89.846 3.04475e-003 -89.908
2.2051e+006 2.37979e+001 89.840 0.00000e+000 0.000 4.45271e-001 -0.022 0.00000e+000 0.000 5.02587e-001 179.828 1.00000e+000 0.000 2.46462e-001 -88.878 0.00000e+000 0.000 1.31890e-005 179.830 3.18976e-008 -90.002 2.37981e-003 89.840 2.97475e-003 -89.908
2.2570e+006 2.32508e+001 89.834 0.00000e+000 0.000 4.45271e-001 -0.022 0.00000e+000 0.000 5.02587e-001 179.823 1.00000e+000 0.000 2.40798e-001 -88.854 0.00000e+000 0.000 1.31890e-005 179.823 3.26482e-008 -90.003 2.32509e-003 89.834 2.90636e-003 -89.908
2.3101e+006 2.27162e+001 89.828 0.00000e+000 0.000 4.45271e-001 -0.021 0.00000e+000 0.000 5.02587e-001 179.818 1.00000e+000 0.000 2.35265e-001 -88.829 0.00000e+000 0.000 1.31890e-005 179.817 3.34164e-008 -90.003 2.27164e-003 89.828 2.83955e-003 -89.908
2.3645e+006 2.21940e+001 89.822 0.00000e+000 0.000 4.45271e-001 -0.020 0.00000e+000 0.000 5.02587e-001 179.812 1.00000e+000 0.000 2.29859e-001 -88.804 0.00000e+000 0.000 1.31890e-005 179.811 3.42027e-008 -90.004 2.21942e-003 89.822 2.77426e-003 -89.908
2.4201e+006 2.16837e+001 89.816 0.00000e+000 0.000 4.45271e-001 -0.020 0.00000e+000 0.000 5.02587e-001 179.807 1.00000e+000 0.000 2.24578e-001 -88.778 0.00000e+000 0.000 1.31890e-005 179.804 3.50075e-008 -90.005 2.16839e-003 89.816 2.71048e-003 -89.908
2.4771e+006 2.11852e+001 89.809 0.00000e+000 0.000 4.45271e-001 -0.019 0.00000e+000 0.000 5.02586e-001 179.801 1.00000e+000 0.000 2.19418e-001 -88.751 0.00000e+000 0.000 1.31890e-005 179.797 3.58313e-008 -90.006 2.11854e-003 89.809 2.64817e-003 -89.908
2.5354e+006 2.06981e+001 89.803 0.00000e+000 0.000 4.45271e-001 -0.019 0.00000e+000 0.000 5.02586e-001 179.796 1.00000e+000 0.000 2.14376e-001 -88.724 0.00000e+000 0.000 1.31890e-005 179.791 3.66744e-008 -90.007 2.06984e-003 89.803 2.58729e-003 -89.908
2.5950e+006 2.02223e+001 89.796 0.00000e+000 0.000 4.45271e-001 -0.018 0.00000e+000 0.000 5.02586e-001 179.790 1.00000e+000 0.000 2.09451e-001 -88.696 0.00000e+000 0.000 1.31890e-005 179.784 3.75374e-008 -90.007 2.02225e-003 89.796 2.52781e-003 -89.907
2.6561e+006 1.97574e+001 89.790 0.00000e+000 0.000 4.45271e-001 -0.018 0.00000e+000 0.000 5.02586e-001 179.784 1.00000e+000 0.000 2.04639e-001 -88.667 0.00000e+000 0.000 1.31890e-005 179.777 3.84207e-008 -90.008 1.97576e-003 89.790 2.46969e-003 -89.907
2.7186e+006 1.93031e+001 89.783 0.00000e+000 0.000 4.45271e-001 -0.017 0.00000e+000 0.000 5.02586e-001 179.778 1.00000e+000 0.000 1.99938e-001 -88.637 0.00000e+000 0.000 1.31890e-005 179.770 3.93248e-008 -90.009 1.93034e-003 89.783 2.41291e-003 -89.907
2.7826e+006 1.88593e+001 89.776 0.00000e+000 0.000 4.45271e-001 -0.017 0.00000e+000 0.000 5.02586e-001 179.772 1.00000e+000 0.000 1.95344e-001 -88.607 0.00000e+000 0.000 1.31890e-005 179.762 4.02502e-008 -90.010 1.88596e-003 89.776 2.35744e-003 -89.906
2.8480e+006 1.84258e+001 89.769 0.00000e+000 0.000 4.45271e-001 -0.016 0.00000e+000 0.000 5.02585e-001 179.766 1.00000e+000 0.000 1.90857e-001 -88.576 0.00000e+000 0.000 1.31890e-005 179.755 4.11973e-008 -90.011 1.84260e-003 89.769 2.30324e-003 -89.906
2.9151e+006 1.80021e+001 89.762 0.00000e+000 0.000 4.45271e-001 -0.016 0.00000e+000 0.000 5.02585e-001 179.759 1.00000e+000 0.000 1.86473e-001 -88.544 0.00000e+000 0.000 1.31890e-005 179.747 4.21667e-008 -90.012 1.80024e-003 89.761 2.25029e-003 -89.906
2.9836e+006 1.75883e+001 89.754 0.00000e+000 0.000 4.45271e-001 -0.015 0.00000e+000 0.000 5.02585e-001 179.753 1.00000e+000 0.000 1.82189e-001 -88.512 0.00000e+000 0.000 1.31890e-005 179.740 4.31589e-008 -90.013 1.75885e-003 89.754 2.19856e-003 -89.905
3.0539e+006 1.71839e+001 89.747 0.00000e+000 0.000 4.45271e-001 -0.015 0.00000e+000 0.000 5.02585e-001 179.746 1.00000e+000 0.000 1.78004e-001 -88.479 0.00000e+000 0.000 1.31890e-005 179.732 4.41745e-008 -90.013 1.71842e-003 89.747 2.14801e-003 -89.904
3.1257e+006 1.67888e+001 89.739 0.00000e+000 0.000 4.45271e-001 -0.014 0.00000e+000 0.000 5.02584e-001 179.739 1.00000e+000 0.000 1.73916e-001 -88.444 0.00000e+000 0.000 1.31890e-005 179.724 4.52139e-008 -90.014 1.67891e-003 89.739 2.09863e-003 -89.904
3.1993e+006 1.64029e+001 89.731 0.00000e+000 0.000 4.45271e-001 -0.014 0.00000e+000 0.000 5.02584e-001 179.732 1.00000e+000 0.000 1.69921e-001 -88.409 0.00000e+000 0.000 1.31890e-005 179.716 4.62779e-008 -90.015 1.64031e-003 89.731 2.05038e-003 -89.903
3.2745e+006 1.60257e+001 89.724 0.00000e+000 0.000 4.45271e-001 -0.013 0.00000e+000 0.000 5.02584e-001 179.725 1.00000e+000 0.000 1.66019e-001 -88.374 0.00000e+000 0.000 1.31889e-005 179.708 4.73668e-008 -90.016 1.60260e-003 89.723 2.00325e-003 -89.902
3.3516e+006 1.56573e+001 89.716 0.00000e+000 0.000 4.45271e-001 -0.013 0.00000e+000 0.000 5.02584e-001 179.718 1.00000e+000 0.000 1.62206e-001 -88.337 0.00000e+000 0.000 1.31889e-005 179.699 4.84814e-008 -90.017 1.56576e-003 89.715 1.95719e-003 -89.902
3.4305e+006 1.52973e+001 89.707 0.00000e+000 0.000 4.45271e-001 -0.013 0.00000e+000 0.000 5.02583e-001 179.711 1.00000e+000 0.000 1.58481e-001 -88.299 0.00000e+000 0.000 1.31889e-005 179.691 4.96222e-008 -90.018 1.52976e-003 89.707 1.91219e-003 -89.901
3.5112e+006 1.49456e+001 89.699 0.00000e+000 0.000 4.45271e-001 -0.012 0.00000e+000 0.000 5.02583e-001 179.703 1.00000e+000 0.000 1.54842e-001 -88.261 0.00000e+000 0.000 1.31889e-005 179.682 5.07899e-008 -90.019 1.49459e-003 89.699 1.86823e-003 -89.900
3.5938e+006 1.46020e+001 89.690 0.00000e+000 0.000 4.45271e-001 -0.012 0.00000e+000 0.000 5.02583e-001 179.696 1.00000e+000 0.000 1.51287e-001 -88.221 0.00000e+000 0.000 1.31889e-005 179.673 5.19850e-008 -90.020 1.46023e-003 89.690 1.82528e-003 -89.899
3.6784e+006 1.42663e+001 89.682 0.00000e+000 0.000 4.45271e-001 -0.011 0.00000e+000 0.000 5.02582e-001 179.688 1.00000e+000 0.000 1.47813e-001 -88.181 0.00000e+000 0.000 1.31889e-005 179.664 5.32083e-008 -90.021 1.42666e-003 89.682 1.78332e-003 -89.898
3.7649e+006 1.39383e+001 89.673 0.00000e+000 0.000 4.45271e-001 -0.011 0.00000e+000 0.000 5.02582e-001 179.680 1.00000e+000 0.000 1.44419e-001 -88.139 0.00000e+000 0.000 1.31889e-005 179.655 5.44603e-008 -90.022 1.39386e-003 89.673 1.74232e-003 -89.897
3.8535e+006 1.36179e+001 89.664 0.00000e+000 0.000 4.45271e-001 -0.010 0.00000e+000 0.000 5.02582e-001 179.672 1.00000e+000 0.000 1.41104e-001 -88.097 0.00000e+000 0.000 1.31889e-005 179.645 5.57418e-008 -90.022 1.36182e-003 89.664 1.70227e-003 -89.896
3.9442e+006 1.33048e+001 89.655 0.00000e+000 0.000 4.45271e-001 -0.010 0.00000e+000 0.000 5.02581e-001 179.663 1.00000e+000 0.000 1.37865e-001 -88.054 0.00000e+000 0.000 1.31889e-005 179.636 5.70535e-008 -90.023 1.33051e-003 89.655 1.66313e-003 -89.895
4.0370e+006 1.29989e+001 89.645 0.00000e+000 0.000 4.45271e-001 -0.010 0.00000e+000 0.000 5.02581e-001 179.655 1.00000e+000 0.000 1.34700e-001 -88.009 0.00000e+000 0.000 1.31889e-005 179.626 5.83960e-008 -90.024 1.29992e-003 89.645 1.62490e-003 -89.894
4.1320e+006 1.27000e+001 89.636 0.00000e+000 0.000 4.45271e-001 -0.009 0.00000e+000 0.000 5.02581e-001 179.646 1.00000e+000 0.000 1.31608e-001 -87.964 0.00000e+000 0.000 1.31889e-005 179.616 5.97701e-008 -90.025 1.27004e-003 89.636 1.58754e-003 -89.892
