f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f 17m 17f 18m 18f 19m 19f 20m 20f 21m 21f 22m 22f 23m 23f 24m 24f jV0013m jV0013f jV0014m jV0014f jV0015m jV0015f jV0016m jV0016f jV0017m jV0017f jV0018m jV0018f jV0020m jV0020f jV0019m jV0019f jV0022m jV0022f jV0021m jV0021f jV0024m jV0024f jV0023m jV0023f jV0100m jV0100f jV0200m jV0200f jV0300m jV0300f jV0400m jV0400f jV0500m jV0500f jV0600m jV0600f jV0800m jV0800f jV0700m jV0700f jV1000m jV1000f jV0900m jV0900f jV1200m jV1200f jV1100m jV1100f
2.7826e+005 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 1.51522e-008 -90.000 2.20000e-004 180.000 2.09800e-008 -90.000 1.00500e-004 179.994 2.09800e-008 -90.000 1.74833e-009 90.000 1.51522e-008 -90.000 2.20000e-004 180.000 2.09800e-008 -90.000 1.00500e-004 179.994 2.09800e-008 -90.000 1.74833e-009 90.000 6.06089e-009 -90.000 2.20000e-004 180.000 8.39200e-009 -90.000 1.00500e-004 179.998 8.39200e-009 -90.000 6.99333e-010 90.000 6.06089e-009 -90.000 2.20000e-004 180.000 8.39200e-009 -90.000 1.00500e-004 179.998 8.39200e-009 -90.000 6.99333e-010 90.000
3.5938e+005 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 1.95699e-008 -90.000 2.20000e-004 179.999 2.70967e-008 -90.000 1.00500e-004 179.992 2.70967e-008 -90.000 2.25806e-009 90.000 1.95699e-008 -90.000 2.20000e-004 179.999 2.70967e-008 -90.000 1.00500e-004 179.992 2.70967e-008 -90.000 2.25806e-009 90.000 7.82794e-009 -90.000 2.20000e-004 180.000 1.08387e-008 -90.000 1.00500e-004 179.997 1.08387e-008 -90.000 9.03224e-010 90.000 7.82794e-009 -90.000 2.20000e-004 180.000 1.08387e-008 -90.000 1.00500e-004 179.997 1.08387e-008 -90.000 9.03224e-010 90.000
4.6416e+005 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 2.52754e-008 -90.000 2.20000e-004 179.999 3.49968e-008 -90.000 1.00500e-004 179.990 3.49968e-008 -90.000 2.91640e-009 90.000 2.52754e-008 -90.000 2.20000e-004 179.999 3.49968e-008 -90.000 1.00500e-004 179.990 3.49968e-008 -90.000 2.91640e-009 90.000 1.01102e-008 -90.000 2.20000e-004 180.000 1.39987e-008 -90.000 1.00500e-004 179.996 1.39987e-008 -90.000 1.16656e-009 90.000 1.01102e-008 -90.000 2.20000e-004 180.000 1.39987e-008 -90.000 1.00500e-004 179.996 1.39987e-008 -90.000 1.16656e-009 90.000
5.9948e+005 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 3.26445e-008 -90.000 2.20000e-004 179.999 4.52000e-008 -90.000 1.00500e-004 179.987 4.52000e-008 -90.000 3.76667e-009 90.000 3.26445e-008 -90.000 2.20000e-004 179.999 4.52000e-008 -90.000 1.00500e-004 179.987 4.52000e-008 -90.000 3.76667e-009 90.000 1.30578e-008 -90.000 2.20000e-004 180.000 1.80800e-008 -90.000 1.00500e-004 179.995 1.80800e-008 -90.000 1.50667e-009 90.000 1.30578e-008 -90.000 2.20000e-004 180.000 1.80800e-008 -90.000 1.00500e-004 179.995 1.80800e-008 -90.000 1.50667e-009 90.000
7.7426e+005 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 4.21620e-008 -90.000 2.20000e-004 179.999 5.83781e-008 -90.000 1.00500e-004 179.983 5.83781e-008 -90.000 4.86484e-009 90.000 4.21620e-008 -90.000 2.20000e-004 179.999 5.83781e-008 -90.000 1.00500e-004 179.983 5.83781e-008 -90.000 4.86484e-009 90.000 1.68648e-008 -90.000 2.20000e-004 179.999 2.33512e-008 -90.000 1.00500e-004 179.993 2.33512e-008 -90.000 1.94594e-009 90.000 1.68648e-008 -90.000 2.20000e-004 179.999 2.33512e-008 -90.000 1.00500e-004 179.993 2.33512e-008 -90.000 1.94594e-009 90.000
1.0000e+006 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 5.44543e-008 -90.000 2.20000e-004 179.998 7.53982e-008 -90.000 1.00500e-004 179.979 7.53982e-008 -90.000 6.28319e-009 90.000 5.44543e-008 -90.000 2.20000e-004 179.998 7.53982e-008 -90.000 1.00500e-004 179.979 7.53982e-008 -90.000 6.28319e-009 90.000 2.17817e-008 -90.000 2.20000e-004 179.999 3.01593e-008 -90.000 1.00500e-004 179.991 3.01593e-008 -90.000 2.51327e-009 90.000 2.17817e-008 -90.000 2.20000e-004 179.999 3.01593e-008 -90.000 1.00500e-004 179.991 3.01593e-008 -90.000 2.51327e-009 90.000
1.2915e+006 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 7.03304e-008 -90.000 2.20000e-004 179.998 9.73806e-008 -90.000 1.00500e-004 179.972 9.73806e-008 -90.000 8.11505e-009 90.000 7.03304e-008 -90.000 2.20000e-004 179.998 9.73806e-008 -90.000 1.00500e-004 179.972 9.73806e-008 -90.000 8.11505e-009 90.000 2.81322e-008 -90.000 2.20000e-004 179.999 3.89522e-008 -90.000 1.00500e-004 179.989 3.89522e-008 -90.000 3.24602e-009 90.000 2.81322e-008 -90.000 2.20000e-004 179.999 3.89522e-008 -90.000 1.00500e-004 179.989 3.89522e-008 -90.000 3.24602e-009 90.000
1.6681e+006 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 9.08352e-008 -90.000 2.20000e-004 179.997 1.25772e-007 -90.000 1.00500e-004 179.964 1.25772e-007 -90.000 1.04810e-008 90.000 9.08352e-008 -90.000 2.20000e-004 179.997 1.25772e-007 -90.000 1.00500e-004 179.964 1.25772e-007 -90.000 1.04810e-008 90.000 3.63341e-008 -90.000 2.20000e-004 179.999 5.03087e-008 -90.000 1.00500e-004 179.986 5.03087e-008 -90.000 4.19239e-009 90.000 3.63341e-008 -90.000 2.20000e-004 179.999 5.03087e-008 -90.000 1.00500e-004 179.986 5.03087e-008 -90.000 4.19239e-009 90.000
2.1544e+006 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 1.17318e-007 -90.000 2.20000e-004 179.996 1.62441e-007 -90.000 1.00500e-004 179.954 1.62441e-007 -90.000 1.35367e-008 90.000 1.17318e-007 -90.000 2.20000e-004 179.996 1.62441e-007 -90.000 1.00500e-004 179.954 1.62441e-007 -90.000 1.35367e-008 90.000 4.69273e-008 -90.000 2.20000e-004 179.999 6.49762e-008 -90.000 1.00500e-004 179.981 6.49762e-008 -90.000 5.41468e-009 90.000 4.69273e-008 -90.000 2.20000e-004 179.999 6.49762e-008 -90.000 1.00500e-004 179.981 6.49762e-008 -90.000 5.41468e-009 90.000
2.7826e+006 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 1.51522e-007 -90.000 2.20000e-004 179.995 2.09800e-007 -90.000 1.00500e-004 179.940 2.09800e-007 -90.000 1.74833e-008 90.000 1.51522e-007 -90.000 2.20000e-004 179.995 2.09800e-007 -90.000 1.00500e-004 179.940 2.09800e-007 -90.000 1.74833e-008 90.000 6.06089e-008 -90.000 2.20000e-004 179.998 8.39200e-008 -90.000 1.00500e-004 179.976 8.39200e-008 -90.000 6.99333e-009 90.000 6.06089e-008 -90.000 2.20000e-004 179.998 8.39200e-008 -90.000 1.00500e-004 179.976 8.39200e-008 -90.000 6.99333e-009 90.000
3.5938e+006 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 1.95699e-007 -90.000 2.20000e-004 179.994 2.70967e-007 -90.000 1.00500e-004 179.923 2.70967e-007 -90.000 2.25806e-008 90.000 1.95699e-007 -90.000 2.20000e-004 179.994 2.70967e-007 -90.000 1.00500e-004 179.923 2.70967e-007 -90.000 2.25806e-008 90.000 7.82794e-008 -90.000 2.20000e-004 179.998 1.08387e-007 -90.000 1.00500e-004 179.969 1.08387e-007 -90.000 9.03224e-009 90.000 7.82794e-008 -90.000 2.20000e-004 179.998 1.08387e-007 -90.000 1.00500e-004 179.969 1.08387e-007 -90.000 9.03224e-009 90.000
4.6416e+006 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 2.52754e-007 -90.000 2.20000e-004 179.992 3.49968e-007 -90.000 1.00500e-004 179.900 3.49968e-007 -90.000 2.91640e-008 90.000 2.52754e-007 -90.000 2.20000e-004 179.992 3.49968e-007 -90.000 1.00500e-004 179.900 3.49968e-007 -90.000 2.91640e-008 90.000 1.01102e-007 -90.000 2.20000e-004 179.997 1.39987e-007 -90.000 1.00500e-004 179.960 1.39987e-007 -90.000 1.16656e-008 90.000 1.01102e-007 -90.000 2.20000e-004 179.997 1.39987e-007 -90.000 1.00500e-004 179.960 1.39987e-007 -90.000 1.16656e-008 90.000
5.9948e+006 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 3.26445e-007 -90.000 2.20000e-004 179.990 4.52000e-007 -90.000 1.00500e-004 179.871 4.52000e-007 -90.000 3.76667e-008 90.000 3.26445e-007 -90.000 2.20000e-004 179.990 4.52000e-007 -90.000 1.00500e-004 179.871 4.52000e-007 -90.000 3.76667e-008 90.000 1.30578e-007 -90.000 2.20000e-004 179.996 1.80800e-007 -90.000 1.00500e-004 179.948 1.80800e-007 -90.000 1.50667e-008 90.000 1.30578e-007 -90.000 2.20000e-004 179.996 1.80800e-007 -90.000 1.00500e-004 179.948 1.80800e-007 -90.000 1.50667e-008 90.000
7.7426e+006 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 4.21620e-007 -90.000 2.20000e-004 179.987 5.83781e-007 -90.000 1.00500e-004 179.834 5.83781e-007 -90.000 4.86484e-008 90.000 4.21620e-007 -90.000 2.20000e-004 179.987 5.83781e-007 -90.000 1.00500e-004 179.834 5.83781e-007 -90.000 4.86484e-008 90.000 1.68648e-007 -90.000 2.20000e-004 179.995 2.33512e-007 -90.000 1.00500e-004 179.933 2.33512e-007 -90.000 1.94594e-008 90.000 1.68648e-007 -90.000 2.20000e-004 179.995 2.33512e-007 -90.000 1.00500e-004 179.933 2.33512e-007 -90.000 1.94594e-008 90.000
1.0000e+007 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 5.44543e-007 -90.000 2.20000e-004 179.984 7.53982e-007 -90.000 1.00501e-004 179.785 7.53982e-007 -90.000 6.28319e-008 90.000 5.44543e-007 -90.000 2.20000e-004 179.984 7.53982e-007 -90.000 1.00501e-004 179.785 7.53982e-007 -90.000 6.28319e-008 90.000 2.17817e-007 -90.000 2.20000e-004 179.993 3.01593e-007 -90.000 1.00500e-004 179.914 3.01593e-007 -90.000 2.51327e-008 90.000 2.17817e-007 -90.000 2.20000e-004 179.993 3.01593e-007 -90.000 1.00500e-004 179.914 3.01593e-007 -90.000 2.51327e-008 90.000
1.2915e+007 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 7.03304e-007 -90.000 2.20000e-004 179.979 9.73806e-007 -90.000 1.00501e-004 179.722 9.73806e-007 -90.000 8.11505e-008 90.000 7.03304e-007 -90.000 2.20000e-004 179.979 9.73806e-007 -90.000 1.00501e-004 179.722 9.73806e-007 -90.000 8.11505e-008 90.000 2.81322e-007 -90.000 2.20000e-004 179.992 3.89522e-007 -90.000 1.00500e-004 179.889 3.89522e-007 -90.000 3.24602e-008 90.000 2.81322e-007 -90.000 2.20000e-004 179.992 3.89522e-007 -90.000 1.00500e-004 179.889 3.89522e-007 -90.000 3.24602e-008 90.000
1.6681e+007 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 9.08352e-007 -90.000 2.20000e-004 179.973 1.25772e-006 -90.000 1.00502e-004 179.641 1.25772e-006 -90.000 1.04810e-007 90.000 9.08352e-007 -90.000 2.20000e-004 179.973 1.25772e-006 -90.000 1.00502e-004 179.641 1.25772e-006 -90.000 1.04810e-007 90.000 3.63341e-007 -90.000 2.20000e-004 179.989 5.03087e-007 -90.000 1.00500e-004 179.857 5.03087e-007 -90.000 4.19239e-008 90.000 3.63341e-007 -90.000 2.20000e-004 179.989 5.03087e-007 -90.000 1.00500e-004 179.857 5.03087e-007 -90.000 4.19239e-008 90.000
2.1544e+007 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 1.17318e-006 -90.000 2.20000e-004 179.965 1.62441e-006 -90.000 1.00503e-004 179.537 1.62441e-006 -90.000 1.35367e-007 90.000 1.17318e-006 -90.000 2.20000e-004 179.965 1.62441e-006 -90.000 1.00503e-004 179.537 1.62441e-006 -90.000 1.35367e-007 90.000 4.69273e-007 -90.000 2.20000e-004 179.986 6.49762e-007 -90.000 1.00501e-004 179.815 6.49762e-007 -90.000 5.41468e-008 90.000 4.69273e-007 -90.000 2.20000e-004 179.986 6.49762e-007 -90.000 1.00501e-004 179.815 6.49762e-007 -90.000 5.41468e-008 90.000
2.7826e+007 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 1.51522e-006 -90.000 2.20000e-004 179.954 2.09800e-006 -90.000 1.00505e-004 179.402 2.09800e-006 -90.000 1.74833e-007 90.000 1.51522e-006 -90.000 2.20000e-004 179.954 2.09800e-006 -90.000 1.00505e-004 179.402 2.09800e-006 -90.000 1.74833e-007 90.000 6.06089e-007 -90.000 2.20000e-004 179.982 8.39200e-007 -90.000 1.00501e-004 179.761 8.39200e-007 -90.000 6.99333e-008 90.000 6.06089e-007 -90.000 2.20000e-004 179.982 8.39200e-007 -90.000 1.00501e-004 179.761 8.39200e-007 -90.000 6.99333e-008 90.000
3.5938e+007 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 1.95699e-006 -90.000 2.20000e-004 179.941 2.70967e-006 -90.000 1.00509e-004 179.228 2.70967e-006 -90.000 2.25806e-007 90.000 1.95699e-006 -90.000 2.20000e-004 179.941 2.70967e-006 -90.000 1.00509e-004 179.228 2.70967e-006 -90.000 2.25806e-007 90.000 7.82794e-007 -90.000 2.20000e-004 179.976 1.08387e-006 -90.000 1.00501e-004 179.691 1.08387e-006 -90.000 9.03224e-008 90.000 7.82794e-007 -90.000 2.20000e-004 179.976 1.08387e-006 -90.000 1.00501e-004 179.691 1.08387e-006 -90.000 9.03224e-008 90.000
4.6416e+007 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 2.52754e-006 -90.000 2.20000e-004 179.924 3.49968e-006 -90.000 1.00515e-004 179.003 3.49968e-006 -90.000 2.91640e-007 90.000 2.52754e-006 -90.000 2.20000e-004 179.924 3.49968e-006 -90.000 1.00515e-004 179.003 3.49968e-006 -90.000 2.91640e-007 90.000 1.01102e-006 -90.000 2.20000e-004 179.970 1.39987e-006 -90.000 1.00502e-004 179.601 1.39987e-006 -90.000 1.16656e-007 90.000 1.01102e-006 -90.000 2.20000e-004 179.970 1.39987e-006 -90.000 1.00502e-004 179.601 1.39987e-006 -90.000 1.16656e-007 90.000
5.9948e+007 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 3.26445e-006 -90.000 2.20000e-004 179.902 4.52000e-006 -90.000 1.00525e-004 178.712 4.52000e-006 -90.000 3.76667e-007 90.000 3.26445e-006 -90.000 2.20000e-004 179.902 4.52000e-006 -90.000 1.00525e-004 178.712 4.52000e-006 -90.000 3.76667e-007 90.000 1.30578e-006 -90.000 2.20000e-004 179.961 1.80800e-006 -90.000 1.00504e-004 179.485 1.80800e-006 -90.000 1.50667e-007 90.000 1.30578e-006 -90.000 2.20000e-004 179.961 1.80800e-006 -90.000 1.00504e-004 179.485 1.80800e-006 -90.000 1.50667e-007 90.000
